question,reponse,terme_original,type,categorie,type_question,necessite_avertissement
Quel est le traitement pour Vertige ?,"Le traitement de Vertige doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Vertige,symptome,Aigu,traitement,True
"Je ne connais pas Toux, peux-tu m'aider ?",Toux est un symptôme en Chronique. Manifestation clinique courante rapportée par les patients.,Toux,symptome,Chronique,definition,False
Aide-moi à comprendre Toux,Toux est un symptôme en Chronique. Manifestation clinique courante rapportée par les patients.,Toux,symptome,Chronique,definition,False
Je voudrais comprendre ce qu'est Toux,Toux est un symptôme en Chronique. Manifestation clinique courante rapportée par les patients.,Toux,symptome,Chronique,definition,False
Options thérapeutiques pour Toux ?,"Le traitement de Toux doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Toux,symptome,Chronique,traitement,True
Pourrais-tu expliquer Douleur articulaire ?,Douleur articulaire (Arthralgie) est un symptôme en Chronique. Signe clinique qui guide les investigations diagnostiques.,Douleur articulaire,symptome,Chronique,definition,False
Peux-tu me dire ce qu'est Douleur articulaire ?,Douleur articulaire (Arthralgie) est un symptôme en Chronique. Signe clinique qui guide les investigations diagnostiques.,Douleur articulaire,symptome,Chronique,definition,False
"Dans le contexte médical, que signifie Douleur articulaire ?",Douleur articulaire (Arthralgie) est un symptôme en Chronique. Signe clinique qui guide les investigations diagnostiques.,Douleur articulaire,symptome,Chronique,definition,False
Que veut dire Arthralgie en médecine ?,Arthralgie signifie Douleur articulaire. C'est un terme utilisé en Chronique.,Douleur articulaire,symptome,Chronique,abbreviation,False
Explique Arthralgie,Arthralgie signifie Douleur articulaire. C'est un terme utilisé en Chronique.,Douleur articulaire,symptome,Chronique,abbreviation,False
Options thérapeutiques pour Douleur articulaire ?,"Le traitement de Douleur articulaire doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Douleur articulaire,symptome,Chronique,traitement,True
Définis Lombalgie,Lombalgie est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Lombalgie,symptome,Chronique,definition,False
"En médecine, qu'est-ce que Lombalgie ?",Lombalgie est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Lombalgie,symptome,Chronique,definition,False
Qu'est-ce que Lombalgie ?,Lombalgie est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Lombalgie,symptome,Chronique,definition,False
Prise en charge de Lombalgie ?,"Le traitement de Lombalgie doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Lombalgie,symptome,Chronique,traitement,True
Peux-tu m'expliquer ce qu'est Douleur abdominale ?,Douleur abdominale est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Douleur abdominale,symptome,Aigu,definition,False
Qu'entend-on par Douleur abdominale ?,Douleur abdominale est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Douleur abdominale,symptome,Aigu,definition,False
C'est quoi Douleur abdominale ?,Douleur abdominale est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Douleur abdominale,symptome,Aigu,definition,False
Prise en charge de Douleur abdominale ?,"Le traitement de Douleur abdominale doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Douleur abdominale,symptome,Aigu,traitement,True
Définis Palpitations,Palpitations est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Palpitations,symptome,Aigu,definition,False
Peux-tu m'expliquer ce qu'est Palpitations ?,Palpitations est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Palpitations,symptome,Aigu,definition,False
Pourrais-tu expliquer Palpitations ?,Palpitations est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Palpitations,symptome,Aigu,definition,False
Comment traiter Palpitations ?,"Le traitement de Palpitations doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Palpitations,symptome,Aigu,traitement,True
Que signifie Éruption cutanée ?,Éruption cutanée est un symptôme en Localisé. Motif courant de consultation médicale.,Éruption cutanée,symptome,Localisé,definition,False
Donne-moi la définition de Éruption cutanée,Éruption cutanée est un symptôme en Localisé. Motif courant de consultation médicale.,Éruption cutanée,symptome,Localisé,definition,False
"Éruption cutanée, qu'est-ce que c'est exactement ?",Éruption cutanée est un symptôme en Localisé. Motif courant de consultation médicale.,Éruption cutanée,symptome,Localisé,definition,False
Comment traiter Éruption cutanée ?,"Le traitement de Éruption cutanée doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Éruption cutanée,symptome,Localisé,traitement,True
Explique-moi Faiblesse,Faiblesse est un symptôme en Systémique. Motif courant de consultation médicale.,Faiblesse,symptome,Systémique,definition,False
Que signifie Faiblesse ?,Faiblesse est un symptôme en Systémique. Motif courant de consultation médicale.,Faiblesse,symptome,Systémique,definition,False
Définis Faiblesse,Faiblesse est un symptôme en Systémique. Motif courant de consultation médicale.,Faiblesse,symptome,Systémique,definition,False
Thérapie pour Faiblesse ?,"Le traitement de Faiblesse doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Faiblesse,symptome,Systémique,traitement,True
C'est quoi Constipation ?,Constipation est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Constipation,symptome,Chronique,definition,False
Donne-moi la définition de Constipation,Constipation est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Constipation,symptome,Chronique,definition,False
Que signifie Constipation ?,Constipation est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Constipation,symptome,Chronique,definition,False
Prise en charge de Constipation ?,"Le traitement de Constipation doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Constipation,symptome,Chronique,traitement,True
Peux-tu me dire ce qu'est Diarrhée ?,Diarrhée est un symptôme en Aigu. Signe clinique qui guide les investigations diagnostiques.,Diarrhée,symptome,Aigu,definition,False
Qu'entend-on par Diarrhée ?,Diarrhée est un symptôme en Aigu. Signe clinique qui guide les investigations diagnostiques.,Diarrhée,symptome,Aigu,definition,False
Définis Diarrhée,Diarrhée est un symptôme en Aigu. Signe clinique qui guide les investigations diagnostiques.,Diarrhée,symptome,Aigu,definition,False
Quel traitement pour Diarrhée ?,"Le traitement de Diarrhée doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Diarrhée,symptome,Aigu,traitement,True
C'est quoi Vision floue ?,Vision floue est un symptôme en Aigu. Manifestation clinique courante rapportée par les patients.,Vision floue,symptome,Aigu,definition,False
Je voudrais comprendre ce qu'est Vision floue,Vision floue est un symptôme en Aigu. Manifestation clinique courante rapportée par les patients.,Vision floue,symptome,Aigu,definition,False
Explique-moi Vision floue,Vision floue est un symptôme en Aigu. Manifestation clinique courante rapportée par les patients.,Vision floue,symptome,Aigu,definition,False
Comment traiter Vision floue ?,"Le traitement de Vision floue doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Vision floue,symptome,Aigu,traitement,True
Qu'est-ce que Acouphène ?,Acouphène est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Acouphène,symptome,Chronique,definition,False
J'aimerais savoir ce qu'est Acouphène,Acouphène est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Acouphène,symptome,Chronique,definition,False
"En médecine, qu'est-ce que Acouphène ?",Acouphène est un symptôme en Chronique. Expérience rapportée par le patient nécessitant une évaluation médicale.,Acouphène,symptome,Chronique,definition,False
Prise en charge de Acouphène ?,"Le traitement de Acouphène doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Acouphène,symptome,Chronique,traitement,True
Pourrais-tu expliquer Insomnie ?,Insomnie est un symptôme en Chronique. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Insomnie,symptome,Chronique,definition,False
"Dans le contexte médical, que signifie Insomnie ?",Insomnie est un symptôme en Chronique. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Insomnie,symptome,Chronique,definition,False
Qu'entend-on par Insomnie ?,Insomnie est un symptôme en Chronique. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Insomnie,symptome,Chronique,definition,False
Quel est le traitement pour Insomnie ?,"Le traitement de Insomnie doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Insomnie,symptome,Chronique,traitement,True
